Job Title,Key Skills,Functional Area
 Hiring for Outbound Process / bpo / tele Sales/customer Care Executive, international bpo| customer care| domestic| outbound process| sales process| Domestic BPO| bpo fresher| bpo executive,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 LEAD ADMINISTRATOR - L1 - HP NMMi & HPNA, network automation| Customer management| Customer satisfaction| Trend analysis| Effort estimation| Management| Software services,"IT Software - Application Programming , Maintenance"
" Urgent Opening Purchase Exec- RND, Ghatkpar W", Communication Skills| Import Purchase| Negotiation Skills| Vendor Development| Finished Products,Other
 Copy editor, Copy Editor| Language Expert| Quality check,"ITES , BPO , KPO , LPO , Customer Service , Operations"
Job Description,Hive|Linux|Hadoop|Cloud|Hdfs|Spark|Clustering|YARN|AWS|Devops,"IT Software - DBA , Datawarehousing"
 Asst Manager Sales, marketing executive| Sales| distributors| customer profiling| sales strategy| market research| Business Development| sales executive| Marketing,"Sales , Retail , Business Development"
Tax- UK GMS- Associate,Tax Service Delivery|service delivery|international tax|compliance|consulting|tax returns|strategy|process quality,"Accounts , Finance , Tax , Company Secretary , Audit"
 MIS Executive, MIS Preparation| VLOOKUP| MIS| Formulas| HLOOKUP,Other
 Sales & Application Engineer, industrial sales| marketing| bd| sales & marketing| sales executives| business development| Application Engineer| sales engineers| sales,"Sales , Retail , Business Development"
 Logistics Officer, Logistics| Order Processing| Sap Is,"Supply Chain , Logistics , Purchase , Materials"
 Core HR, Core HR| Recruitment| Learning| training development,"HR , Recruitment , Administration , IR"
 Full Stack Developer - Python & Java, Javascript| Application development| Python| Maven| development| css| DOM| software| JSON| nosql| spring| database| Version control| GIT| java| automation| RDBMS| Analytical| developer| api| mongodb,"IT Software - Application Programming , Maintenance"
 Rpa(ui Path)developers- Bangalore- Notice Period MAX 20 Days can Apply, RPA| Robotics,"IT Software - Application Programming , Maintenance"
 Day Shift Jobs, BPO| Customer Service| voice process| voice support| Calling| Domestic BPO| customer care| Service Sales| call center| customer support,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 HR Executive Generalist, Salary Processing| payroll management,"HR , Recruitment , Administration , IR"
 Senior UI Developer - Javascript/html5/css3, jQuery| UI| HTML5| Javascript| Bootstrap| AJAX| CSS3,"IT Software - Application Programming , Maintenance"
 Great Opportunity For Toefl - Banking Process with the Leading Ites/b, operations| process management| TOEFL| banking process| communication skills| customer experience| ms office,"Financial Services , Banking , Investments , Insurance"
 Site Supervisors Civil, qs| estimate| quality| finishing| site| detailed| rectification| ms office| labour,"Site Engineering , Project Management"
 Software Developer, software development| vb.net| visual basic.net| sql server| web programmer,"IT Software - Application Programming , Maintenance"
"Job Opening for Manager Accounts Role, Mumbai",accounting|accounts manager|unclaimed funds|payable to policy|accounting operations|Premium Suspense|Premium Accounting|IRDA,"Accounts , Finance , Tax , Company Secretary , Audit"
 Sales Engineer / OEM Sales / Original Equipment Manufacturer, Sales Engineer| Sales Engineering| Industrial Sales| OEM Sales| Rotary| OEM| Seals| Seal| Static,"Sales , Retail , Business Development"
 Sr. Executive /Executive For Logistics For kolkata, Warehouse| Raw Material| Execution| SAP| Purchase Order| MRP| Supply Chain| Dispatch Planning,"Production , Manufacturing , Maintenance"
 Embedded Engineer with Driver Developement, embedded c| Windows Driver Development| Device Driver Development| Device Drivers| Firmware Development| embedded development,"IT Software - Application Programming , Maintenance"
 Recruitment Executive - Goregaon East, Shortlisting| Hiring| Interviewing| Recruitment| HR| Follow Ups| Database Management| MS Office| power point,"HR , Recruitment , Administration , IR"
 Asp.net Developer-bfsi Domain-mumbai, css| asp.net| html| c#.net| ajax| jquery| javascript,"IT Software - Application Programming , Maintenance"
 Business Development Executives, Mining| ERP| Analytics| ERP Executive| Payroll software| Database| IT sales| Business Development Executive| Sales achievement,"Sales , Retail , Business Development"
 Back Office Executive, Back Office Executive| Excel,"Executive Assistant , Front Office , Data Entry"
 DotNet Developer -, Web services| C| Coding| OOAD| Debugging| ASP.Net| HTML| Telnet| ASP.Net MVC| Software services,"IT Software - Application Programming , Maintenance"
Genpact Mega Walkin | Backend/ Non Voice Process | Loc: Gurgaon/ Noida,bpo|fresher|Back Office|backend|non voice,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Graphic Designer, Printing| Graphic designing| Usage| Illustrator| OOPS| Photoshop| Advertising,"Design , Creative , User Experience"
 Opening Job DotNet Developer Fresher @ BKC, C#| ASP.Net| MS SQL Server| .Net,"IT Software - Application Programming , Maintenance"
 Business Development, Training| Interpersonal skills| MOUS| Staffing| Business Development Manager| Consultancy| Client acquisition| Business development| Recruitment,"Sales , Retail , Business Development"
 SOCIAL MEDIA MARKETING, SEO| Social media marketing| Windows| Android| microsoft| CMS| Web development| Online marketing| Google AdWords| Google Analytics,"IT Software - eCommerce , Internet Technologies"
 Python Tester -Noida, Selenium| Android| Java| Automation Testing| Jenkins| Continuous Integration| Python| GIT| SVN| Agile Development,"IT Software - Application Programming , Maintenance"
 Data Researcher, Monitoring| Social networking| Data research,"Sales , Retail , Business Development"
 Android Mobile Application Developer, Application Development| Android Development| Mobile Application Development| Ios Development| Android Studio| iphone developer,"IT Software - Application Programming , Maintenance"
 Scouting For Warehouse Manager || Bengaluru || Ecomm/ Pharma Exp must, supply chain operations| Team Building| Inward| Problem Solving| logistics operations| Dispatch| Warehouse Management| Supply Chain| Operations Management| Logistics| Warehouse Operations,Purchase / Logistics / Supply Chain
 Search Engine Optimization Specialist, search engines| search engine optimization| optimization| link building| communication skill| javascript| client satisfaction| research,"IT Software - eCommerce , Internet Technologies"
 Sales Executive @ Ahmedabad, marketing| sale| bd| bdm| Business Development| sales| Sales Executive Activities,"Sales , Retail , Business Development"
 Advisor Executive, Training| Hospitality| Interpersonal skills| Business Associate| Executive| ISO 9001| Social media| Customer service| Internship| Recruitment,"Sales , Retail , Business Development"
 Test Automation Engineer, Selenium| SDLC| SQL| Computer science| Test scripts| TDD| Test scenarios| Test cases| JIRA| Continuous improvement,IT Software - QA & Testing
 Software Engineer, Automation| Software Engineering| computer science engineering| Artificial Intelligence| machine learning,"IT Software - Embedded , EDA , VLSI , ASIC , Chip Design"
 Production Manager with Production Manager/Supervisor, Production Supervisor| Electricals,"Production , Manufacturing , Maintenance"
 Customer Service Executive - Air Clearance, Customer Service Executive,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Account Manager, Account Management,"Sales , Retail , Business Development"
 VB Programmer:VBP, XML| VB| SQL| DCOM| MS Access| software| Database| xbrl| Crystal report| Ajax| Installshield,"IT Software - Application Programming , Maintenance"
 Tibco Integration Expert, SAP| XML| Weblogic| ERP| TIBCO| XSLT| Troubleshooting| Workflow| Middleware| Debugging,"IT Software - Application Programming , Maintenance"
 Freelance Recruitment Business Partner - Insurance Sector, ERP| Succession Planning| Reports| Talent Management| Human Resources| Recruitment| Talent Acquisition| MIS| HR Policies,"HR , Recruitment , Administration , IR"
 CCE for US Inbound Process, Medical| Outbound| Night shift| Service| English| Comp| Business Executive| Technical| Inbound process| Technical support,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Buynuse Social Media Community Campaign Manager, Mobile marketing| Linkedin| PPC| Email marketing| Social media| Brand Awareness| SEO| Digital marketing| Facebook| Analytics,"Marketing , Advertising , MR , PR , Media Planning"
 Role Designation- Specialist Programmer, SQL| jQuery| Open source| development| css| level| cloud| scripting| GIT| NoSQL| Coding| cassandra| Agile| MongoDB| html| email| architecture,IT Software - System Programming
 Walk- in for Senior Accounts Payable Executive, accounting| accounts payable| expenses| reconciliation| payments| invoicing| invoice processing| journal entries| payment processing,"Accounts , Finance , Tax , Company Secretary , Audit"
 Functional Consultant, Troubleshooting| Helpdesk| PHP| software| configuration| Gap analysis| Software implementation| Automotive| Front end| PDF| application| Data collection| Business process analysis| support,"IT Software - Application Programming , Maintenance"
 Software Development - Skill-set - Jenkins Requirement, Software Development| Test Planning| Doors| Automation Framework| Integration Testing| Test Management| Automation Testing| Canoe| Agile Development| SIT,"IT Software - Application Programming , Maintenance"
 Animator, Photoshop| Graphics| Animation| Maya| Fine arts| Project management| CGI| Animator| 3D| Graphic designing,"Design , Creative , User Experience"
 Web Developer, Angularjs| Java| CSS| Html5| JSP| Java Web Services| JQuery| Web services| JSP Servlets| MySQL| Javascript| Bootstrap| Servlets| Ajax,"IT Software - Application Programming , Maintenance"
" Hiring For Cognizant,mphasis,fadv,ola Cabs,superdaily Etc Sal upto 5lk", bpo| Inbound Process| customer service executive| mnc| csr| international bpo| customer service| customer care| outbound process| international voice| international voice process| calling| international call center| communication skills,"ITES , BPO , KPO , LPO , Customer Service , Operations"
 Openspan Developer, HTML| VB| SQL| c#| Automation| css| technical| Workflow| Service| developing| Troubleshooting| Business process| excel| database| PDF| web| design| .net| DBMS| programming| applications,"IT Software - Application Programming , Maintenance"
 Sales OR Business Growth Executive, Sales| Marketing| Branding| Advertising| Promotions| Events| Corporate Sales| Team Handling| Entrepreneurship| management| creative| fresher| trainee| Communication Skills| Presentation Skills,"Marketing , Advertising , MR , PR , Media Planning"
